NAME;NAME_EN;NAME_RU;ADMIN_LVL;OSM_TYPE;OSM_ID;ADMIN_L1D;ADMIN_L1;ADMIN_L2D;ADMIN_L2;ADMIN_L3D;ADMIN_L3;ADMIN_L4D;ADMIN_L4;ADMIN_L5D;ADMIN_L5;ADMIN_L6D;ADMIN_L6;ADMIN_L7D;ADMIN_L7;ADMIN_L8D;ADMIN_L8;ADMIN_L9D;ADMIN_L9;ADMIN_L10D;ADMIN_L10
Батаминское сельское поселение;;;8;relation;5719486;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Моисеевское сельское поселение;;;8;relation;5718697;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Заларинское городское поселение;;;8;relation;5718696;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Холмогойское сельское поселение;;;8;relation;5718704;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Ханжиновское сельское поселение;;;8;relation;5718703;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Харайгунское сельское поселение;;;8;relation;5719497;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Хазанское сельское поселение;;;8;relation;5719496;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Новочеремховское сельское поселение;;;8;relation;5718699;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Мойганское сельское поселение;;;8;relation;5718698;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Рудовское сельское поселение;;;8;relation;5715824;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
Петровское сельское поселение;;;8;relation;5715823;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
сельское поселение Казачье;;;8;relation;5713680;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
Бажирское сельское поселение;;;8;relation;5718693;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Троицкое сельское поселение;;;8;relation;5718701;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Семеновское сельское поселение;;;8;relation;5718700;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Листвянское городское поселение;;;8;relation;5720465;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Тимошинское сельское поселение;;;8;relation;5715825;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
Жуинское сельское поселение;;;8;relation;5715656;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1443759;Бодайбинский район;;;;;;;;
Балахнинское городское поселение;;;8;relation;5715654;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1443759;Бодайбинский район;;;;;;;;
Лукиновское сельское поселение;;;8;relation;5715822;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
сельское поселение Половинка;;;8;relation;5711099;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Буреть;;;8;relation;5713678;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Тараса;;;8;relation;5711508;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Олонки;;;8;relation;5711507;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Середкино;;;8;relation;5713683;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Ользоны;;;8;relation;5709658;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Хогот;;;8;relation;5711101;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Тургеневка;;;8;relation;5711100;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Гаханы;;;8;relation;5709655;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
Дальне-Закорское сельское поселение;;;8;relation;5715818;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
Мамаканское городское поселение;;;8;relation;5715658;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1443759;Бодайбинский район;;;;;;;;
Кропоткинское городское поселение;;;8;relation;5715657;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1443759;Бодайбинский район;;;;;;;;
Дзержинское сельское поселение;;;8;relation;5720463;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Кумарейское сельское поселение;;;8;relation;5709548;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460653;Балаганский район;;;;;;;;
Заславское сельское поселение;;;8;relation;5709546;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460653;Балаганский район;;;;;;;;
Биритское сельское поселение;;;8;relation;5709545;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460653;Балаганский район;;;;;;;;
Бодайбинское городское поселение;;;8;relation;5715655;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1443759;Бодайбинский район;;;;;;;;
Бабагайское сельское поселение;;;8;relation;5718692;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
сельское поселение Баяндай;;;8;relation;5709654;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Тихоновка;;;8;relation;5713684;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Васильевск;;;8;relation;5711095;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
Коноваловское сельское поселение;;;8;relation;5709547;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460653;Балаганский район;;;;;;;;
сельское поселение Каменка;;;8;relation;5713681;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
Балаганское сельское поселение;;;8;relation;5709544;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460653;Балаганский район;;;;;;;;
Артёмовское городское поселение;;;8;relation;5715653;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1443759;Бодайбинский район;;;;;;;;
сельское поселение Хохорск;;;8;relation;5713686;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Укыр;;;8;relation;5713685;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
Шарагайское сельское поселение;;;8;relation;5709550;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460653;Балаганский район;;;;;;;;
сельское поселение Кырма;;;8;relation;5711096;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Новая Ида;;;8;relation;5713682;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
Оёкское сельское поселение;;;8;relation;5720471;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Веренское сельское поселение;;;8;relation;5718694;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
сельское поселение Куйта;;;8;relation;5707514;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Иваническ;;;8;relation;5707513;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Зоны;;;8;relation;5707512;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Забитуй;;;8;relation;5707511;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Бохан;;;8;relation;5711506;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
Александровское сельское поселение;;;8;relation;5711505;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Маниловск;;;8;relation;5707516;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Кутулик;;;8;relation;5707515;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Шаралдай;;;8;relation;5713679;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456787;Боханский район;;;;;;;;
сельское поселение Покровка;;;8;relation;5711098;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Нагалык;;;8;relation;5711097;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
Тарнопольское сельское поселение;;;8;relation;5709549;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460653;Балаганский район;;;;;;;;
сельское поселение Нельхай;;;8;relation;5707518;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Могоёнок;;;8;relation;5707517;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Аляты;;;8;relation;5707507;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Александровск;;;8;relation;5707506;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Егоровск;;;8;relation;5707510;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Бахтай;;;8;relation;5707509;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Ангарский;;;8;relation;5707508;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Тыргетуй;;;8;relation;5707521;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Аларь;;;8;relation;5707505;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Ныгда;;;8;relation;5707519;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
сельское поселение Люры;;;8;relation;5709657;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Курумчинский;;;8;relation;5709656;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1456789;Баяндаевский район;;;;;;;;
сельское поселение Табарсук;;;8;relation;5707520;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1458140;Аларский район;;;;;;;;
Юртинское городское поселение;;;8;relation;4872017;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Железногорское городское поселение;;;8;relation;2896261;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Маритуйское сельское поселение;Marituy settlement;Маритуйское сельское поселение;8;relation;1105205;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1104970;Слюдянский район;;;;;;;;
Портбайкальское сельское поселение;;;8;relation;1104995;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1104970;Слюдянский район;;;;;;;;
